Date,Supplier,Category,Subcategory,Plant,SKU,Quantity,Unit Price,Spend,Currency,Contract Status,Payment Terms
2025-06-01,PackCo A,Packaging,Corrugated,Joinville,BOX-007,2023,2.87,5806.01,BRL,No Contract,60
2025-06-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-015,885,3.08,2725.8,BRL,Active,30
2025-06-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-010,2432,4.15,10092.8,BRL,Active,45
2025-06-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-003,460,3.62,1665.2,BRL,Active,60
2025-06-01,EcoPack,Packaging,Corrugated,Campinas,BOX-007,617,3.06,1888.02,BRL,Active,60
2025-06-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-017,2309,3.84,8866.56,BRL,Active,90
2025-06-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-017,2571,3.66,9409.86,BRL,Expired,60
2025-06-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-002,2895,3.37,9756.15,BRL,Active,60
2025-06-01,PackCo A,Packaging,Corrugated,Joinville,BOX-009,664,3.81,2529.84,BRL,Active,45
2025-06-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-017,377,4.23,1594.71,BRL,No Contract,30
2025-06-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-012,1253,4.84,6064.52,BRL,Active,45
2025-06-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-009,2267,3.41,7730.47,BRL,Active,60
2025-06-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-001,795,3.05,2424.75,BRL,No Contract,45
2025-06-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-016,722,3.65,2635.3,BRL,Active,60
2025-06-01,EcoPack,Packaging,Corrugated,Curitiba,BOX-019,763,4.83,3685.29,BRL,Expired,30
2025-06-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-002,420,3.34,1402.8,BRL,Active,60
2025-06-01,PackCo A,Packaging,Corrugated,Campinas,BOX-005,1236,4.78,5908.08,BRL,No Contract,60
2025-06-01,PackCo A,Packaging,Corrugated,Joinville,BOX-013,564,5.16,2910.24,BRL,Active,30
2025-06-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-001,2069,3.07,6351.83,BRL,Expired,60
2025-06-01,EcoPack,Packaging,Corrugated,Curitiba,BOX-018,404,4.45,1797.8,BRL,Expired,45
2025-06-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-006,488,4.6,2244.8,BRL,Active,30
2025-06-01,EcoPack,Packaging,Corrugated,Joinville,BOX-008,1487,3.46,5145.02,BRL,Active,45
2025-06-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-002,213,3.33,709.29,BRL,Active,90
2025-07-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-004,2644,4.57,12083.08,BRL,No Contract,60
2025-07-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-002,2721,3.79,10312.59,BRL,No Contract,60
2025-07-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-013,2569,4.68,12022.92,BRL,Expired,90
2025-07-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-004,2387,3.94,9404.78,BRL,Active,60
2025-07-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-013,2356,4.65,10955.4,BRL,No Contract,60
2025-07-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-008,533,3.52,1876.16,BRL,Active,60
2025-07-01,SulCaixas,Packaging,Corrugated,Curitiba,BOX-020,1074,5.13,5509.62,BRL,No Contract,30
2025-07-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-003,2909,3.89,11316.01,BRL,No Contract,60
2025-07-01,EcoPack,Packaging,Corrugated,Curitiba,BOX-010,2752,4.14,11393.28,BRL,Active,60
2025-07-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-012,461,4.47,2060.67,BRL,Active,45
2025-07-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-001,466,3.25,1514.5,BRL,No Contract,30
2025-07-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-011,1064,4.23,4500.72,BRL,Active,90
2025-07-01,PackCo A,Packaging,Corrugated,Joinville,BOX-015,2711,3.37,9136.07,BRL,Active,30
2025-07-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-014,2337,2.7,6309.9,BRL,Active,30
2025-07-01,PackCo A,Packaging,Corrugated,Campinas,BOX-016,2715,3.62,9828.3,BRL,Active,30
2025-07-01,PackCo A,Packaging,Corrugated,Joinville,BOX-006,1271,4.79,6088.09,BRL,Active,90
2025-07-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-010,1035,3.87,4005.45,BRL,Active,45
2025-07-01,SulCaixas,Packaging,Corrugated,Curitiba,BOX-002,2108,3.44,7251.52,BRL,No Contract,45
2025-07-01,PrimePack,Packaging,Corrugated,Campinas,BOX-008,2159,3.14,6779.26,BRL,No Contract,60
2025-07-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-020,392,4.92,1928.64,BRL,No Contract,45
2025-07-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-015,492,3.35,1648.2,BRL,Expired,30
2025-07-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-004,2811,3.97,11159.67,BRL,Expired,30
2025-07-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-001,1438,3.03,4357.14,BRL,Active,60
2025-07-01,PrimePack,Packaging,Corrugated,Joinville,BOX-018,1220,4.35,5307.0,BRL,Active,60
2025-07-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-016,958,3.4,3257.2,BRL,Active,30
2025-07-01,PackCo A,Packaging,Corrugated,Joinville,BOX-006,2268,4.96,11249.28,BRL,Active,45
2025-07-01,AlphaBox,Packaging,Corrugated,Curitiba,BOX-014,2556,3.01,7693.56,BRL,Expired,60
2025-07-01,PackCo A,Packaging,Corrugated,Joinville,BOX-013,1335,5.23,6982.05,BRL,Active,45
2025-07-01,PackCo A,Packaging,Corrugated,Campinas,BOX-012,952,4.7,4474.4,BRL,Active,30
2025-07-01,PrimePack,Packaging,Corrugated,Curitiba,BOX-013,2572,4.92,12654.24,BRL,Expired,60
2025-07-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-011,2970,4.7,13959.0,BRL,Active,45
2025-07-01,PrimePack,Packaging,Corrugated,Sao Paulo,BOX-001,2718,3.05,8289.9,BRL,Active,45
2025-07-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-017,1119,3.9,4364.1,BRL,Active,90
2025-07-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-019,589,4.59,2703.51,BRL,Active,60
2025-07-01,AlphaBox,Packaging,Corrugated,Joinville,BOX-011,509,5.0,2545.0,BRL,Active,45
2025-07-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-009,2539,3.6,9140.4,BRL,Expired,60
2025-07-01,PrimePack,Packaging,Corrugated,Joinville,BOX-009,1700,3.59,6103.0,BRL,Active,45
2025-07-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-010,1362,4.54,6183.48,BRL,Active,60
2025-07-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-003,1273,3.5,4455.5,BRL,Active,60
2025-07-01,AlphaBox,Packaging,Corrugated,Curitiba,BOX-015,1968,3.3,6494.4,BRL,Active,45
2025-07-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-008,2495,3.16,7884.2,BRL,Active,45
2025-07-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-015,2298,3.24,7445.52,BRL,No Contract,45
2025-07-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-001,520,3.54,1840.8,BRL,Active,45
2025-07-01,EcoPack,Packaging,Corrugated,Curitiba,BOX-019,1678,4.56,7651.68,BRL,No Contract,60
2025-08-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-018,2288,3.93,8991.84,BRL,Active,90
2025-08-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-010,726,4.05,2940.3,BRL,Expired,45
2025-08-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-016,2381,3.45,8214.45,BRL,Active,60
2025-08-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-006,2069,4.92,10179.48,BRL,Active,90
2025-08-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-018,1859,4.61,8569.99,BRL,Active,30
2025-08-01,SulCaixas,Packaging,Corrugated,Curitiba,BOX-016,2989,3.51,10491.39,BRL,Active,30
2025-08-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-004,1005,4.62,4643.1,BRL,No Contract,45
2025-08-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-018,2307,4.41,10173.87,BRL,Active,30
2025-08-01,PrimePack,Packaging,Corrugated,Sao Paulo,BOX-006,527,4.69,2471.63,BRL,Active,90
2025-08-01,PackCo A,Packaging,Corrugated,Campinas,BOX-003,1066,4.01,4274.66,BRL,Active,45
2025-08-01,AlphaBox,Packaging,Corrugated,Joinville,BOX-006,2661,5.67,15087.87,BRL,Active,60
2025-08-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-011,2186,4.84,10580.24,BRL,Active,45
2025-08-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-010,1037,3.93,4075.41,BRL,Active,30
2025-08-01,PackCo A,Packaging,Corrugated,Joinville,BOX-006,2671,5.03,13435.13,BRL,Active,90
2025-08-01,SulCaixas,Packaging,Corrugated,Campinas,BOX-004,2705,4.51,12199.55,BRL,No Contract,45
2025-08-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-013,754,4.64,3498.56,BRL,Active,60
2025-08-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-005,1451,4.72,6848.72,BRL,Expired,45
2025-08-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-014,1494,2.75,4108.5,BRL,No Contract,45
2025-08-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-001,375,3.06,1147.5,BRL,Active,30
2025-08-01,PackCo A,Packaging,Corrugated,Joinville,BOX-016,1120,3.69,4132.8,BRL,Active,60
2025-08-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-014,1853,2.64,4891.92,BRL,Active,30
2025-08-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-018,919,4.34,3988.46,BRL,Active,30
2025-08-01,PackCo A,Packaging,Corrugated,Joinville,BOX-020,2195,5.29,11611.55,BRL,Active,30
2025-08-01,LocalFlex,Packaging,Corrugated,Campinas,BOX-011,668,5.1,3406.8,BRL,Active,30
2025-08-01,PackCo A,Packaging,Corrugated,Joinville,BOX-003,1024,3.87,3962.88,BRL,Active,30
2025-08-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-008,2052,3.12,6402.24,BRL,Active,60
2025-08-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-015,2106,3.06,6444.36,BRL,Active,45
2025-08-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-002,1390,3.92,5448.8,BRL,Active,60
2025-08-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-012,959,4.78,4584.02,BRL,Active,90
2025-08-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-012,210,4.52,949.2,BRL,Active,45
2025-08-01,PrimePack,Packaging,Corrugated,Sao Paulo,BOX-018,2433,4.1,9975.3,BRL,Active,90
2025-08-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-016,1596,3.19,5091.24,BRL,Expired,60
2025-08-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-015,1806,3.14,5670.84,BRL,Active,90
2025-08-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-012,1910,4.3,8213.0,BRL,Active,60
2025-08-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-003,1855,3.89,7215.95,BRL,Active,30
2025-08-01,PackCo A,Packaging,Corrugated,Joinville,BOX-004,519,4.47,2319.93,BRL,Expired,60
2025-08-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-007,1540,2.82,4342.8,BRL,Active,30
2025-08-01,PackCo A,Packaging,Corrugated,Joinville,BOX-005,2580,5.09,13132.2,BRL,Active,90
2025-08-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-006,537,5.0,2685.0,BRL,Expired,90
2025-08-01,EcoPack,Packaging,Corrugated,Campinas,BOX-013,2887,5.37,15503.19,BRL,Active,60
2025-09-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-020,2246,4.58,10286.68,BRL,No Contract,60
2025-09-01,PackCo A,Packaging,Corrugated,Campinas,BOX-017,1335,4.0,5340.0,BRL,Active,60
2025-09-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-012,890,5.17,4601.3,BRL,Active,45
2025-09-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-012,449,4.37,1962.13,BRL,Active,60
2025-09-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-019,2051,4.88,10008.88,BRL,Active,60
2025-09-01,PrimePack,Packaging,Corrugated,Joinville,BOX-011,1547,4.28,6621.16,BRL,Active,45
2025-09-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-016,2387,3.5,8354.5,BRL,No Contract,30
2025-09-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-004,2098,4.14,8685.72,BRL,Active,30
2025-09-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-007,813,2.76,2243.88,BRL,Active,30
2025-09-01,SulCaixas,Packaging,Corrugated,Curitiba,BOX-016,2145,3.54,7593.3,BRL,No Contract,45
2025-09-01,SulCaixas,Packaging,Corrugated,Sao Paulo,BOX-016,2738,3.51,9610.38,BRL,No Contract,30
2025-09-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-018,1768,4.47,7902.96,BRL,Active,60
2025-09-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-017,257,3.98,1022.86,BRL,Active,60
2025-09-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-009,2830,3.47,9820.1,BRL,Active,60
2025-09-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-004,2397,4.39,10522.83,BRL,No Contract,45
2025-09-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-001,2871,3.3,9474.3,BRL,No Contract,90
2025-09-01,PackCo A,Packaging,Corrugated,Joinville,BOX-011,1279,4.35,5563.65,BRL,Active,60
2025-09-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-006,1102,5.15,5675.3,BRL,No Contract,30
2025-09-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-017,1402,3.74,5243.48,BRL,Active,60
2025-09-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-001,843,3.12,2630.16,BRL,Active,30
2025-09-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-009,1417,3.82,5412.94,BRL,No Contract,45
2025-09-01,PackCo A,Packaging,Corrugated,Campinas,BOX-014,2609,2.93,7644.37,BRL,No Contract,60
2025-09-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-017,346,3.97,1373.62,BRL,Active,60
2025-09-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-018,2383,4.18,9960.94,BRL,No Contract,30
2025-09-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-013,919,4.86,4466.34,BRL,Active,30
2025-09-01,PackCo A,Packaging,Corrugated,Campinas,BOX-009,779,3.67,2858.93,BRL,Active,60
2025-09-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-004,2366,4.27,10102.82,BRL,No Contract,60
2025-09-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-004,2630,4.34,11414.2,BRL,Active,45
2025-09-01,AlphaBox,Packaging,Corrugated,Joinville,BOX-003,1267,4.36,5524.12,BRL,No Contract,90
2025-09-01,EcoPack,Packaging,Corrugated,Campinas,BOX-002,2709,3.87,10483.83,BRL,Active,60
2025-09-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-010,1128,3.49,3936.72,BRL,No Contract,60
2025-09-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-014,241,3.01,725.41,BRL,Active,45
2025-09-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-017,684,3.93,2688.12,BRL,Active,60
2025-09-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-013,435,4.92,2140.2,BRL,Active,45
2025-09-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-019,2639,4.31,11374.09,BRL,Active,90
2025-09-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-003,1702,3.97,6756.94,BRL,Active,60
2025-09-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-011,991,4.16,4122.56,BRL,Active,60
2025-09-01,PackCo A,Packaging,Corrugated,Campinas,BOX-015,376,3.22,1210.72,BRL,Active,60
2025-09-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-019,517,4.42,2285.14,BRL,Active,60
2025-09-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-009,891,3.49,3109.59,BRL,Active,60
2025-09-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-008,658,3.63,2388.54,BRL,No Contract,60
2025-09-01,SulCaixas,Packaging,Corrugated,Campinas,BOX-016,1365,3.61,4927.65,BRL,Active,45
2025-10-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-019,483,4.44,2144.52,BRL,Active,60
2025-10-01,SulCaixas,Packaging,Corrugated,Campinas,BOX-003,2860,3.99,11411.4,BRL,Active,30
2025-10-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-009,688,4.03,2772.64,BRL,Active,45
2025-10-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-010,1945,4.28,8324.6,BRL,Active,30
2025-10-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-013,2680,5.23,14016.4,BRL,Active,90
2025-10-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-020,972,5.06,4918.32,BRL,Active,90
2025-10-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-011,1597,4.0,6388.0,BRL,No Contract,45
2025-10-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-001,832,3.58,2978.56,BRL,Active,90
2025-10-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-017,2151,4.07,8754.57,BRL,Expired,60
2025-10-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-007,2921,2.78,8120.38,BRL,Active,60
2025-10-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-018,1110,3.88,4306.8,BRL,Active,45
2025-10-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-001,2382,3.02,7193.64,BRL,No Contract,60
2025-10-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-019,1355,4.9,6639.5,BRL,No Contract,45
2025-10-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-010,2124,3.85,8177.4,BRL,No Contract,45
2025-10-01,AlphaBox,Packaging,Corrugated,Joinville,BOX-007,2132,3.28,6992.96,BRL,Active,30
2025-10-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-018,1766,3.99,7046.34,BRL,No Contract,60
2025-10-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-006,271,4.84,1311.64,BRL,Active,90
2025-10-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-011,2423,3.94,9546.62,BRL,Active,45
2025-10-01,PackCo A,Packaging,Corrugated,Campinas,BOX-019,2964,4.65,13782.6,BRL,Active,90
2025-10-01,EcoPack,Packaging,Corrugated,Campinas,BOX-018,214,4.52,967.28,BRL,Active,45
2025-10-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-005,2026,4.69,9501.94,BRL,Active,60
2025-10-01,PackCo A,Packaging,Corrugated,Campinas,BOX-004,1643,4.59,7541.37,BRL,No Contract,90
2025-10-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-006,498,5.18,2579.64,BRL,Active,60
2025-10-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-001,1062,3.08,3270.96,BRL,Expired,45
2025-10-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-008,1729,3.39,5861.31,BRL,Active,45
2025-10-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-020,2349,5.07,11909.43,BRL,No Contract,60
2025-10-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-004,658,4.38,2882.04,BRL,Active,45
2025-10-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-015,2059,3.36,6918.24,BRL,Active,30
2025-10-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-004,290,3.97,1151.3,BRL,No Contract,60
2025-10-01,SulCaixas,Packaging,Corrugated,Sao Paulo,BOX-004,1351,4.41,5957.91,BRL,Active,60
2025-10-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-003,234,4.18,978.12,BRL,No Contract,90
2025-10-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-006,739,4.96,3665.44,BRL,Active,60
2025-10-01,PrimePack,Packaging,Corrugated,Curitiba,BOX-009,732,3.38,2474.16,BRL,Active,30
2025-10-01,EcoPack,Packaging,Corrugated,Curitiba,BOX-009,2085,3.79,7902.15,BRL,Expired,30
2025-10-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-018,2720,4.21,11451.2,BRL,Active,30
2025-10-01,PackCo A,Packaging,Corrugated,Joinville,BOX-007,804,3.03,2436.12,BRL,Expired,90
2025-10-01,PrimePack,Packaging,Corrugated,Sao Paulo,BOX-013,524,4.79,2509.96,BRL,Active,90
2025-11-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-007,1062,2.88,3058.56,BRL,Active,30
2025-11-01,PackCo A,Packaging,Corrugated,Campinas,BOX-009,1668,3.6,6004.8,BRL,Active,90
2025-11-01,SulCaixas,Packaging,Corrugated,Sao Paulo,BOX-019,531,4.4,2336.4,BRL,Active,45
2025-11-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-004,2555,4.07,10398.85,BRL,Active,60
2025-11-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-018,2995,4.03,12069.85,BRL,Active,60
2025-11-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-015,889,3.41,3031.49,BRL,Expired,60
2025-11-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-014,2578,2.65,6831.7,BRL,Active,45
2025-11-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-002,2783,3.48,9684.84,BRL,Active,30
2025-11-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-016,1108,3.47,3844.76,BRL,Active,45
2025-11-01,PrimePack,Packaging,Corrugated,Sao Paulo,BOX-004,720,4.11,2959.2,BRL,Active,45
2025-11-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-005,2256,5.41,12204.96,BRL,Active,60
2025-11-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-006,1525,5.05,7701.25,BRL,Active,90
2025-11-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-016,995,3.48,3462.6,BRL,Active,60
2025-11-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-012,1595,4.52,7209.4,BRL,Active,90
2025-11-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-002,1334,3.75,5002.5,BRL,Active,90
2025-11-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-003,2044,3.86,7889.84,BRL,No Contract,30
2025-11-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-013,2078,5.25,10909.5,BRL,Active,60
2025-11-01,PackCo A,Packaging,Corrugated,Joinville,BOX-004,2556,4.41,11271.96,BRL,No Contract,45
2025-11-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-005,1125,4.45,5006.25,BRL,Active,30
2025-11-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-017,212,3.48,737.76,BRL,No Contract,90
2025-11-01,PrimePack,Packaging,Corrugated,Curitiba,BOX-014,789,2.67,2106.63,BRL,Active,45
2025-11-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-006,613,5.69,3487.97,BRL,Expired,30
2025-11-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-016,734,3.29,2414.86,BRL,No Contract,45
2025-11-01,EcoPack,Packaging,Corrugated,Campinas,BOX-004,2524,4.58,11559.92,BRL,No Contract,60
2025-11-01,SulCaixas,Packaging,Corrugated,Sao Paulo,BOX-011,290,4.39,1273.1,BRL,Active,60
2025-11-01,PackCo A,Packaging,Corrugated,Campinas,BOX-005,2986,4.69,14004.34,BRL,Active,60
2025-11-01,AlphaBox,Packaging,Corrugated,Joinville,BOX-004,1464,4.97,7276.08,BRL,Expired,90
2025-11-01,PackCo A,Packaging,Corrugated,Campinas,BOX-002,2896,3.56,10309.76,BRL,Active,45
2025-11-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-002,2744,3.56,9768.64,BRL,No Contract,30
2025-11-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-017,1527,3.88,5924.76,BRL,Active,90
2025-11-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-020,662,4.74,3137.88,BRL,Active,45
2025-11-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-010,1098,4.0,4392.0,BRL,No Contract,60
2025-11-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-020,1211,5.15,6236.65,BRL,Expired,30
2025-11-01,PackCo A,Packaging,Corrugated,Campinas,BOX-014,616,3.02,1860.32,BRL,Expired,45
2025-11-01,EcoPack,Packaging,Corrugated,Curitiba,BOX-015,870,3.34,2905.8,BRL,Active,60
2025-11-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-003,1262,3.69,4656.78,BRL,Active,90
2025-12-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-019,2182,4.85,10582.7,BRL,Active,30
2025-12-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-004,1492,4.11,6132.12,BRL,No Contract,45
2025-12-01,PackCo A,Packaging,Corrugated,Campinas,BOX-003,2205,4.08,8996.4,BRL,Active,60
2025-12-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-013,1064,5.11,5437.04,BRL,No Contract,45
2025-12-01,PackCo A,Packaging,Corrugated,Campinas,BOX-020,1094,5.16,5645.04,BRL,Active,60
2025-12-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-019,2669,5.02,13398.38,BRL,No Contract,60
2025-12-01,PrimePack,Packaging,Corrugated,Joinville,BOX-007,2317,2.88,6672.96,BRL,Active,45
2025-12-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-020,857,5.3,4542.1,BRL,Active,45
2025-12-01,PrimePack,Packaging,Corrugated,Joinville,BOX-004,350,4.44,1554.0,BRL,No Contract,60
2025-12-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-004,2246,4.1,9208.6,BRL,No Contract,30
2025-12-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-005,1838,4.82,8859.16,BRL,Expired,45
2025-12-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-013,2780,5.79,16096.2,BRL,Active,60
2025-12-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-019,698,4.74,3308.52,BRL,No Contract,30
2025-12-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-007,1091,2.57,2803.87,BRL,Expired,90
2025-12-01,PackCo A,Packaging,Corrugated,Campinas,BOX-004,230,4.19,963.7,BRL,Active,30
2025-12-01,AlphaBox,Packaging,Corrugated,Curitiba,BOX-005,1637,5.14,8414.18,BRL,Expired,45
2025-12-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-017,209,3.67,767.03,BRL,Active,90
